AID,BAO,TID,SEQLEN,PROTEINCLASS
144844,BAO_0000357,12737,207,enzyme
571442,BAO_0000357,10280,445,membrane receptor
718780,BAO_0000219,65,503,enzyme
326878,BAO_0000357,10911,282,enzyme
441410,BAO_0000357,174,530,transcription factor
1291676,BAO_0000219,259,360,membrane receptor
449532,BAO_0000357,11534,331,enzyme
623793,BAO_0000219,280,318,membrane receptor
1361094,BAO_0000019,176,342,membrane receptor
463179,BAO_0000357,100,617,transporter
153871,BAO_0000357,12227,441,transcription factor
577778,BAO_0000357,100193,303,enzyme
425559,BAO_0000357,10498,333,enzyme
1431842,BAO_0000357,20174,395,membrane receptor
205625,BAO_0000357,11109,477,enzyme
66275,BAO_0000357,80,108,enzyme
759151,BAO_0000357,10089,243,enzyme
573976,BAO_0000357,28,313,enzyme
303207,BAO_0000219,252,412,membrane receptor
458135,BAO_0000357,174,530,transcription factor
332931,BAO_0000357,137,380,membrane receptor
325031,BAO_0000357,30020,984,enzyme
345889,BAO_0000357,10332,524,enzyme
674746,BAO_0000357,12923,262,enzyme
214395,BAO_0000357,134,418,membrane receptor
305163,BAO_0000357,118,328,membrane receptor
590638,BAO_0000219,280,318,membrane receptor
536741,BAO_0000219,165,1159,ion channel
811724,BAO_0000357,15,260,enzyme
860618,BAO_0000219,11362,1068,enzyme
755296,BAO_0000219,87,472,membrane receptor
429973,BAO_0000219,11156,353,membrane receptor
796762,BAO_0000219,101277,152,enzyme
303065,BAO_0000219,72,443,membrane receptor
510235,BAO_0000357,11,622,enzyme
813181,BAO_0000357,11910,482,enzyme
345726,BAO_0000357,11280,1212,membrane receptor
593051,BAO_0000219,10198,613,ion channel
34341,BAO_0000357,128,520,membrane receptor
673957,BAO_0000357,10495,329,enzyme
454062,BAO_0000357,100666,493,enzyme
341906,BAO_0000357,10582,749,enzyme
770797,BAO_0000357,12952,459,enzyme
1300220,BAO_0000357,103625,780,epigenetic regulator
1521568,BAO_0000019,10906,635,enzyme
617080,BAO_0000219,107,471,membrane receptor
305950,BAO_0000219,10580,352,membrane receptor
1442973,BAO_0000019,10635,502,ion channel
535680,BAO_0000357,11534,331,enzyme
1453219,BAO_0000219,13004,503,enzyme
305829,BAO_0000357,11636,671,enzyme
463651,BAO_0000219,105,377,membrane receptor
966359,BAO_0000357,104106,491,enzyme
474639,BAO_0000357,10209,479,membrane receptor
885405,BAO_0000251,104,520,enzyme
596934,BAO_0000219,121,630,transporter
624959,BAO_0000219,11084,350,membrane receptor
1278752,BAO_0000357,101057,533,enzyme
792097,BAO_0000019,10044,391,enzyme
1280627,BAO_0000357,102420,590,enzyme
643443,BAO_0000357,11534,331,enzyme
1433883,BAO_0000357,12443,952,epigenetic regulator
447539,BAO_0000357,10612,556,enzyme
421696,BAO_0000019,165,1159,ion channel
491826,BAO_0000219,146,477,membrane receptor
1504109,BAO_0000019,108008,394,epigenetic regulator
952806,BAO_0000357,28,313,enzyme
1455849,BAO_0000357,109542,174,enzyme
349087,BAO_0000357,11225,406,enzyme
423471,BAO_0000219,100,617,transporter
493116,BAO_0000219,165,1159,ion channel
1439293,BAO_0000357,126,604,enzyme
66582,BAO_0000357,9,1210,enzyme
395698,BAO_0000219,219,590,membrane receptor
321575,BAO_0000219,108,458,membrane receptor
797830,BAO_0000357,10003,412,enzyme
1459670,BAO_0000019,100186,760,enzyme
643471,BAO_0000219,11265,364,membrane receptor
209270,BAO_0000019,10653,425,membrane receptor
30602,BAO_0000219,278,332,membrane receptor
964545,BAO_0000357,101277,152,enzyme
1454726,BAO_0000219,11635,672,enzyme
800762,BAO_0000219,11308,325,enzyme
321412,BAO_0000219,9,1210,enzyme
1508787,BAO_0000019,12594,516,enzyme
596521,BAO_0000019,11140,766,enzyme
830192,BAO_0000219,11177,1044,enzyme
69701,BAO_0000357,11180,486,transcription factor
61511,BAO_0000219,155,620,transporter
612940,BAO_0000357,87,472,membrane receptor
665680,BAO_0000357,10331,496,enzyme
588496,BAO_0000219,93,614,enzyme
605406,BAO_0000219,114,326,membrane receptor
878265,BAO_0000219,87,472,membrane receptor
337602,BAO_0000219,13004,503,enzyme
1438808,BAO_0000357,11140,766,enzyme
789413,BAO_0000219,146,477,membrane receptor
479703,BAO_0000357,252,412,membrane receptor
325106,BAO_0000357,8,1130,enzyme
201479,BAO_0000219,121,630,transporter
499525,BAO_0000357,12268,492,enzyme
564155,BAO_0000357,15,260,enzyme
516361,BAO_0000219,252,412,membrane receptor
443966,BAO_0000219,137,380,membrane receptor
804223,BAO_0000219,11291,579,enzyme
808016,BAO_0000357,11225,406,enzyme
558278,BAO_0000219,165,1159,ion channel
554819,BAO_0000357,259,360,membrane receptor
1461408,BAO_0000357,100855,326,enzyme
948804,BAO_0000219,174,530,transcription factor
367037,BAO_0000219,72,443,membrane receptor
513532,BAO_0000219,100,617,transporter
1449741,BAO_0000357,12883,163,enzyme
749050,BAO_0000219,11082,400,enzyme
523501,BAO_0000357,12227,441,transcription factor
468527,BAO_0000357,19904,461,membrane receptor
149046,BAO_0000357,116,389,membrane receptor
987639,BAO_0000357,11638,360,enzyme
616081,BAO_0000219,280,318,membrane receptor
142612,BAO_0000357,100,617,transporter
815463,BAO_0000357,100410,894,enzyme
832926,BAO_0000357,11110,467,enzyme
510080,BAO_0000221,126,604,enzyme
642500,BAO_0000219,10627,440,membrane receptor
776031,BAO_0000219,259,360,membrane receptor
160611,BAO_0000357,11636,671,enzyme
1467649,BAO_0000219,10200,115,enzyme
616080,BAO_0000219,114,326,membrane receptor
739806,BAO_0000219,25,777,transcription factor
1463748,BAO_0000357,104,520,enzyme
864551,BAO_0000357,276,886,enzyme
325102,BAO_0000357,197,1106,enzyme
326693,BAO_0000357,11489,292,enzyme
951590,BAO_0000219,121,630,transporter
212859,BAO_0000357,42,247,enzyme
441841,BAO_0000357,90,419,membrane receptor
592301,BAO_0000219,51,422,membrane receptor
785887,BAO_0000357,10869,377,epigenetic regulator
1276382,BAO_0000357,10918,620,enzyme
438780,BAO_0000357,19,595,transcription factor
1366806,BAO_0000219,10627,440,membrane receptor
687326,BAO_0000219,114,326,membrane receptor
885616,BAO_0000019,13061,435,enzyme
795339,BAO_0000357,10869,377,epigenetic regulator
305557,BAO_0000357,11636,671,enzyme
1475047,BAO_0000357,12109,687,enzyme
1506465,BAO_0000357,133,505,transcription factor
801534,BAO_0000357,12896,312,enzyme
325825,BAO_0000357,174,530,transcription factor
443795,BAO_0000357,10980,1356,enzyme
746047,BAO_0000219,11084,350,membrane receptor
89676,BAO_0000357,84,514,enzyme
859983,BAO_0000219,51,422,membrane receptor
560974,BAO_0000019,55,674,enzyme
39096,BAO_0000219,11839,1236,ion channel
973092,BAO_0000219,101324,606,enzyme
952261,BAO_0000219,9,1210,enzyme
458592,BAO_0000219,112,371,membrane receptor
500244,BAO_0000219,100,617,transporter
726922,BAO_0000357,55,674,enzyme
801830,BAO_0000357,11942,431,enzyme
540889,BAO_0000219,10580,352,membrane receptor
1521544,BAO_0000357,10938,1132,enzyme
304313,BAO_0000357,20113,460,transcription factor
424084,BAO_0000357,10548,355,membrane receptor
795440,BAO_0000357,146,477,membrane receptor
453341,BAO_0000219,130,400,membrane receptor
959946,BAO_0000357,137,380,membrane receptor
622958,BAO_0000219,129,400,membrane receptor
736608,BAO_0000357,10185,362,enzyme
817534,BAO_0000219,259,360,membrane receptor
826811,BAO_0000366,10653,425,membrane receptor
371968,BAO_0000357,174,530,transcription factor
306822,BAO_0000219,19905,422,membrane receptor
321409,BAO_0000357,11225,406,enzyme
742335,BAO_0000219,10612,556,enzyme
452960,BAO_0000357,100129,987,enzyme
610770,BAO_0000219,100,617,transporter
852010,BAO_0000219,12576,1070,enzyme
429485,BAO_0000219,114,326,membrane receptor
616120,BAO_0000357,10197,420,enzyme
497075,BAO_0000357,10532,602,enzyme
450222,BAO_0000357,125,466,membrane receptor
1500255,BAO_0000357,11206,488,epigenetic regulator
1517017,BAO_0000219,10599,736,enzyme
1477879,BAO_0000019,11565,580,enzyme
1450058,BAO_0000357,11208,428,epigenetic regulator
950723,BAO_0000357,10674,518,enzyme
325098,BAO_0000357,10140,509,enzyme
883449,BAO_0000219,10982,465,membrane receptor
1441073,BAO_0000357,12694,1187,enzyme
1351374,BAO_0000219,11682,706,transporter
1441152,BAO_0000357,11416,210,enzyme
832296,BAO_0000357,86,527,enzyme
967908,BAO_0000219,11177,1044,enzyme
808205,BAO_0000219,10197,420,enzyme
1297187,BAO_0000357,10938,1132,enzyme
699052,BAO_0000357,11489,292,enzyme
582084,BAO_0000219,101234,359,enzyme
589762,BAO_0000357,10003,412,enzyme
651508,BAO_0000357,51,422,membrane receptor
935027,BAO_0000019,12090,763,enzyme
305707,BAO_0000357,133,505,transcription factor
305813,BAO_0000357,19,595,transcription factor
559910,BAO_0000219,280,318,membrane receptor
29890,BAO_0000219,280,318,membrane receptor
328615,BAO_0000357,10140,509,enzyme
535667,BAO_0000357,65,503,enzyme
303625,BAO_0000019,143,386,membrane receptor
304600,BAO_0000357,10980,1356,enzyme
625070,BAO_0000357,10193,261,enzyme
687105,BAO_0000357,96,599,enzyme
945258,BAO_0000219,12920,550,enzyme
448611,BAO_0000357,12670,993,enzyme
440063,BAO_0000251,65,503,enzyme
491608,BAO_0000219,121,630,transporter
793832,BAO_0000357,9,1210,enzyme
1471172,BAO_0000357,194,488,enzyme
1448919,BAO_0000357,11872,423,enzyme
1291175,BAO_0000357,12952,459,enzyme
303632,BAO_0000219,124,444,membrane receptor
797666,BAO_0000219,20174,395,membrane receptor
933543,BAO_0000219,10260,839,ion channel
1352435,BAO_0000219,100097,659,enzyme
1525779,BAO_0000219,109917,824,enzyme
72853,BAO_0000219,12376,918,ion channel
1468090,BAO_0000357,194,488,enzyme
950631,BAO_0000357,12252,501,enzyme
770316,BAO_0000219,124,444,membrane receptor
687324,BAO_0000219,278,332,membrane receptor
377329,BAO_0000357,10918,620,enzyme
975781,BAO_0000357,15,260,enzyme
787466,BAO_0000357,242,316,enzyme
302837,BAO_0000357,279,366,membrane receptor
328876,BAO_0000357,136,372,membrane receptor
1436191,BAO_0000357,15,260,enzyme
937845,BAO_0000019,10258,415,enzyme
674396,BAO_0000357,12252,501,enzyme
699547,BAO_0000219,12227,441,transcription factor
393313,BAO_0000219,88,446,membrane receptor
438315,BAO_0000219,87,472,membrane receptor
1512413,BAO_0000357,100448,747,epigenetic regulator
686761,BAO_0000221,55,674,enzyme
1349997,BAO_0000019,104,520,enzyme
1516113,BAO_0000219,114,326,membrane receptor
48938,BAO_0000357,10517,493,ion channel
1297822,BAO_0000219,271,461,transcription factor
633901,BAO_0000219,108,458,membrane receptor
159755,BAO_0000357,126,604,enzyme
582681,BAO_0000219,20174,395,membrane receptor
1462890,BAO_0000219,11541,503,enzyme
463180,BAO_0000357,155,620,transporter
1452244,BAO_0000357,72,443,membrane receptor
1449768,BAO_0000219,11398,1280,transporter
840271,BAO_0000357,12054,662,enzyme
45072,BAO_0000357,15,260,enzyme
302466,BAO_0000357,11156,353,membrane receptor
948085,BAO_0000357,100481,323,enzyme
446827,BAO_0000249,143,386,membrane receptor
589382,BAO_0000219,51,422,membrane receptor
760550,BAO_0000357,11063,337,enzyme
718781,BAO_0000219,11267,583,enzyme
800448,BAO_0000019,100792,284,enzyme
161124,BAO_0000357,11617,683,enzyme
625597,BAO_0000357,11225,406,enzyme
522938,BAO_0000219,101400,787,membrane receptor
1467021,BAO_0000357,11177,1044,enzyme
468779,BAO_0000357,262,488,membrane receptor
577997,BAO_0000219,11451,1390,enzyme
716903,BAO_0000357,15,260,enzyme
515145,BAO_0000219,252,412,membrane receptor
457993,BAO_0000219,12697,482,epigenetic regulator
794898,BAO_0000219,114,326,membrane receptor
1450059,BAO_0000357,10869,377,epigenetic regulator
664345,BAO_0000357,11225,406,enzyme
1470724,BAO_0000219,12252,501,enzyme
155037,BAO_0000357,276,886,enzyme
579348,BAO_0000219,19905,422,membrane receptor
807742,BAO_0000357,10193,261,enzyme
819954,BAO_0000357,11575,374,membrane receptor
582504,BAO_0000357,20154,863,enzyme
1447890,BAO_0000357,165,1159,ion channel
612614,BAO_0000219,144,478,ion channel
335752,BAO_0000357,11663,1014,enzyme
538640,BAO_0000219,114,326,membrane receptor
305127,BAO_0000357,11024,471,enzyme
438283,BAO_0000219,137,380,membrane receptor
405761,BAO_0000219,250,407,membrane receptor
1518515,BAO_0000357,279,366,membrane receptor
437693,BAO_0000219,87,472,membrane receptor
1454389,BAO_0000219,101412,1119,ion channel
1450415,BAO_0000219,100,617,transporter
634878,BAO_0000219,100,617,transporter
158595,BAO_0000221,96,599,enzyme
886593,BAO_0000219,133,505,transcription factor
1514156,BAO_0000357,104,520,enzyme
465787,BAO_0000357,8,1130,enzyme
375682,BAO_0000219,11575,374,membrane receptor
303525,BAO_0000219,124,444,membrane receptor
490808,BAO_0000357,90,419,membrane receptor
468821,BAO_0000357,11140,766,enzyme
105374,BAO_0000357,12592,707,enzyme
819407,BAO_0000357,20014,403,enzyme
986810,BAO_0000357,12862,930,enzyme
450737,BAO_0000219,280,318,membrane receptor
750271,BAO_0000357,93,614,enzyme
758771,BAO_0000251,86,527,enzyme
305686,BAO_0000357,11727,555,enzyme
811917,BAO_0000219,11267,583,enzyme
757250,BAO_0000357,100792,284,enzyme
770795,BAO_0000357,10193,261,enzyme
1432312,BAO_0000357,10811,1354,enzyme
1520362,BAO_0000219,30018,647,enzyme
540827,BAO_0000019,11269,447,transcription factor
595949,BAO_0000357,10193,261,enzyme
1364478,BAO_0000219,12659,359,membrane receptor
306671,BAO_0000219,87,472,membrane receptor
1281643,BAO_0000019,10258,415,enzyme
607219,BAO_0000219,121,630,transporter
821407,BAO_0000357,107,471,membrane receptor
492630,BAO_0000357,11575,374,membrane receptor
829290,BAO_0000219,165,1159,ion channel
439256,BAO_0000357,6,187,enzyme
502070,BAO_0000219,133,505,transcription factor
665508,BAO_0000219,12920,550,enzyme
554590,BAO_0000219,87,472,membrane receptor
304566,BAO_0000357,10850,802,enzyme
1460844,BAO_0000357,10188,360,enzyme
457478,BAO_0000019,25,777,transcription factor
452357,BAO_0000357,163,468,transcription factor
874519,BAO_0000357,12252,501,enzyme
1506714,BAO_0000219,103982,518,transcription factor
829669,BAO_0000357,101476,318,enzyme
885288,BAO_0000219,30034,1374,enzyme
581463,BAO_0000219,11489,292,enzyme
808112,BAO_0000357,12952,459,enzyme
767977,BAO_0000219,259,360,membrane receptor
698905,BAO_0000357,100,617,transporter
835007,BAO_0000357,10781,344,enzyme
1539806,BAO_0000357,11362,1068,enzyme
72854,BAO_0000219,12378,908,ion channel
321259,BAO_0000357,19,595,transcription factor
333514,BAO_0000357,137,380,membrane receptor
805973,BAO_0000219,163,468,transcription factor
699508,BAO_0000219,10627,440,membrane receptor
1353681,BAO_0000357,10003,412,enzyme
642394,BAO_0000251,65,503,enzyme
864759,BAO_0000357,10869,377,epigenetic regulator
447587,BAO_0000219,271,461,transcription factor
760043,BAO_0000219,12825,368,membrane receptor
1504279,BAO_0000357,105227,433,epigenetic regulator
613332,BAO_0000357,11042,305,enzyme
582068,BAO_0000219,101400,787,membrane receptor
969520,BAO_0000357,10193,261,enzyme
447975,BAO_0000357,108256,429,transporter
630842,BAO_0000357,10170,231,enzyme
425034,BAO_0000357,163,468,transcription factor
441208,BAO_0000357,10495,329,enzyme
812542,BAO_0000219,12697,482,epigenetic regulator
959319,BAO_0000219,11201,737,enzyme
50978,BAO_0000357,124,444,membrane receptor
304590,BAO_0000357,10003,412,enzyme
454227,BAO_0000219,165,1159,ion channel
336476,BAO_0000357,100666,493,enzyme
608659,BAO_0000219,10209,479,membrane receptor
981165,BAO_0000219,9,1210,enzyme
639630,BAO_0000219,278,332,membrane receptor
331168,BAO_0000357,227,481,membrane receptor
1362451,BAO_0000357,13001,660,enzyme
425537,BAO_0000357,100155,748,enzyme
1351955,BAO_0000019,59,490,transcription factor
966072,BAO_0000357,10919,1154,enzyme
1432743,BAO_0000357,10567,745,enzyme
961625,BAO_0000219,20174,395,membrane receptor
510155,BAO_0000219,76,503,enzyme
620406,BAO_0000219,121,630,transporter
1515963,BAO_0000357,170,1141,enzyme
543475,BAO_0000219,114,326,membrane receptor
771562,BAO_0000357,10434,536,enzyme
345891,BAO_0000357,13061,435,enzyme
519736,BAO_0000219,101213,347,enzyme
859059,BAO_0000357,100305,252,enzyme
444278,BAO_0000357,103,572,membrane receptor
819069,BAO_0000219,10280,445,membrane receptor
792910,BAO_0000219,48,984,transcription factor
320904,BAO_0000219,107,471,membrane receptor
754462,BAO_0000357,11110,467,enzyme
884763,BAO_0000357,11407,424,enzyme
157082,BAO_0000019,65,503,enzyme
936633,BAO_0000219,10198,613,ion channel
1461783,BAO_0000357,30043,311,enzyme
986179,BAO_0000219,103454,1362,epigenetic regulator
936108,BAO_0000357,104103,870,transcription factor
1438381,BAO_0000357,10532,602,enzyme
496808,BAO_0000219,12679,350,membrane receptor
612753,BAO_0000357,10674,518,enzyme
744872,BAO_0000357,11024,471,enzyme
760548,BAO_0000357,12952,459,enzyme
1456832,BAO_0000357,10193,261,enzyme
661536,BAO_0000221,116,389,membrane receptor
807649,BAO_0000357,100010,779,enzyme
465010,BAO_0000219,250,407,membrane receptor
1283437,BAO_0000357,15,260,enzyme
795925,BAO_0000219,100974,655,transporter
510236,BAO_0000357,194,488,enzyme
1291660,BAO_0000219,280,318,membrane receptor
1368150,BAO_0000357,10839,313,enzyme
647147,BAO_0000019,10188,360,enzyme
509750,BAO_0000219,10260,839,ion channel
876706,BAO_0000219,259,360,membrane receptor
604944,BAO_0000357,194,488,enzyme
1291174,BAO_0000357,12209,354,enzyme
556454,BAO_0000219,280,318,membrane receptor
557952,BAO_0000357,13000,469,enzyme
808017,BAO_0000357,11225,406,enzyme
497566,BAO_0000219,10845,1074,enzyme
461861,BAO_0000219,100155,748,enzyme
1444688,BAO_0000357,11362,1068,enzyme
337720,BAO_0000357,11678,298,enzyme
1365235,BAO_0000357,88,446,membrane receptor
1470944,BAO_0000357,10938,1132,enzyme
1274849,BAO_0000219,252,412,membrane receptor
1478106,BAO_0000019,20020,1311,enzyme
827234,BAO_0000219,137,380,membrane receptor
1362447,BAO_0000357,12952,459,enzyme
488153,BAO_0000019,20095,465,enzyme
1297437,BAO_0000219,10198,613,ion channel
829933,BAO_0000219,19905,422,membrane receptor
591546,BAO_0000019,10498,333,enzyme
458318,BAO_0000357,262,488,membrane receptor
744941,BAO_0000019,12955,714,enzyme
465245,BAO_0000357,69,1306,enzyme
873996,BAO_0000219,168,388,membrane receptor
459050,BAO_0000357,15,260,enzyme
745648,BAO_0000357,107,471,membrane receptor
151534,BAO_0000357,10140,509,enzyme
880210,BAO_0000219,138,370,membrane receptor
429536,BAO_0000357,262,488,membrane receptor
479481,BAO_0000357,133,505,transcription factor
1518800,BAO_0000219,10938,1132,enzyme
455776,BAO_0000219,11489,292,enzyme
1457493,BAO_0000219,105602,394,ion channel
1445728,BAO_0000219,10548,355,membrane receptor
395701,BAO_0000219,214,479,membrane receptor
441036,BAO_0000357,48,984,transcription factor
390360,BAO_0000357,19905,422,membrane receptor
472689,BAO_0000219,252,412,membrane receptor
935750,BAO_0000219,51,422,membrane receptor
1506710,BAO_0000357,114,326,membrane receptor
302943,BAO_0000219,87,472,membrane receptor
1523558,BAO_0000357,12209,354,enzyme
320834,BAO_0000219,20174,395,membrane receptor
1364324,BAO_0000219,11290,390,membrane receptor
824659,BAO_0000357,10186,308,enzyme
1280014,BAO_0000219,11904,397,ion channel
497215,BAO_0000219,10280,445,membrane receptor
958097,BAO_0000357,12697,482,epigenetic regulator
855541,BAO_0000219,72,443,membrane receptor
303713,BAO_0000219,10627,440,membrane receptor
745548,BAO_0000219,11362,1068,enzyme
160642,BAO_0000357,12247,676,enzyme
595122,BAO_0000357,10188,360,enzyme
1452245,BAO_0000357,130,400,membrane receptor
1288544,BAO_0000219,10679,399,membrane receptor
367039,BAO_0000219,90,419,membrane receptor
1470882,BAO_0000219,11451,1390,enzyme
